professional_key,nconst,name,multiple_profession_key,birthyear,deathyear
60287260,nm0021284,Rebecca Alleway,1044,,
60287261,nm0021285,Patrick Allex,348,,
60287262,nm0021286,Alan Alley,106,,
60287263,nm0021287,Alfred W. Alley,1177,1884,1955
60287264,nm0021288,David Alley,106,1974,
60287265,nm0021289,David Brian Alley,33,1965,
60287266,nm0021290,Elizabeth Alley,27,1955,2013
60287267,nm0021291,Eric Alley,106,1923,2013
60287268,nm0021292,Harry Alley,1224,,
60287269,nm0021293,J.D. Alley,797,,
60287270,nm0021294,Jean Alley,582,,
60287271,nm0021295,Joe Alley,1224,,
60287272,nm0021296,Joseph Alley,1224,,
60287273,nm0021298,Lindsey Alley,620,1977,
60287274,nm0021299,Louis Alley,1224,,
60287275,nm0021300,Norman Alley,138,1895,1981
60287276,nm0021301,Ralph Alley,506,1895,1970
60287277,nm0021302,Raymond Alley,797,,
60287278,nm0021303,S. Alley,506,,
60287279,nm0021304,Sharon Alley,1354,,
60287280,nm0021306,Tom Alley,506,,
60287281,nm0021307,Victoria Alley,106,,
60287282,nm0021308,William Alley,1224,,
60287283,nm0021309,William Alley,720,1919,1984
60287284,nm0021310,Derek Alleyn,506,,
60287285,nm0021311,Jennifer Alleyn,51,,
60287286,nm0021312,Nora Alleyn,1142,,
60287287,nm0021313,Rick Alegria,640,,
60287288,nm0021314,Charles Alleyne,1365,,
60287289,nm0021315,Leslloyd Alleyne,609,,
60287290,nm0021316,Raphael Alleyne,506,,
60287291,nm0021317,Roderick Alleyne,123,,
60287292,nm0021318,Micaela Alleyson,110,,
60287293,nm0021319,Sopher Allez,1288,,
60287294,nm0021320,George W. Allf,506,,
60287295,nm0021321,Roger Allford,506,1934,2015
60287296,nm0021322,Phyllis Shand Allfrey,582,,
60287297,nm0021323,Angie Allgeier,812,,
60287298,nm0021324,Hans-Jörg Allgeier,1010,,1943
60287299,nm0021325,Keith D. Allgeier,506,,
60287300,nm0021326,Billy Joel Allgood,720,,
60287301,nm0021327,Fran Allgood,812,1952,2021
60287302,nm0021328,Harold Allgood,506,,
60287303,nm0021329,Sara Allgood,27,1880,1950
60287304,nm0021330,Tamma Allgood,27,,
60287305,nm0021331,Henrik Allgén,506,,
60287306,nm0021332,Fred Allhoff,582,1904,1988
60287307,nm0021333,Al Alu,506,1942,2014
60287308,nm0021334,Antero Alli,697,1952,
60287309,nm0021335,Pier'Alli,1033,,
60287310,nm0021336,Segun Alli,732,,
60287311,nm0021337,Luisa Alliani,27,,
60287312,nm0021338,Marie Allianoux,27,,
60287313,nm0021339,Casha Rae Allias,27,1969,
60287314,nm0021340,Francesco Alliata,929,1919,2015
60287315,nm0021341,Béatrice Allibert,27,,
60287316,nm0021342,Jean-Louis Allibert,506,1897,1979
60287317,nm0021344,Helen Allibone,331,,
60287318,nm0021345,Pierre d' Allick,732,,
60287319,nm0021346,Robert Allicock,110,,
60287320,nm0021347,Ali Allie,1261,,
60287321,nm0021348,Robert Alliel,1010,,
60287322,nm0021350,Daniel Allier,506,,
60287323,nm0021351,Emmanuelle Allieri,27,,
60287324,nm0021352,Chris Allies,238,,
60287325,nm0021353,W. Peter Allies,842,,
60287326,nm0021354,Henri-Jean Alliet,1010,,
60287327,nm0021355,Amber Alliger,903,,
60287328,nm0021356,Richard Alliger,506,,
60287329,nm0021357,Alex Allin,506,,
60287330,nm0021358,Eugene Allin,506,,
60287331,nm0021359,GG Allin,784,1956,1993
60287332,nm0021361,Kirsti Allin,27,,
60287333,nm0021362,Merle Allin,506,1953,
60287334,nm0021363,Michael Allin,582,1944,
60287335,nm0021364,Norman C. Allin,1010,,
60287336,nm0021365,Richard Allin,506,1930,2007
60287337,nm0021366,Rod Allin,898,1929,2002
60287338,nm0021367,Amy Allina,27,,
60287339,nm0021368,Crystal Allina,27,,
60287340,nm0021369,Gabriela Allina,190,,
60287341,nm0021370,Rebecca Allina,27,,
60287342,nm0021371,Khalil Allinejad,764,,
60287343,nm0021372,James Alling,506,,
60287344,nm0021373,Morgan Alling,1012,1968,
60287345,nm0021374,Rebecca Alling,110,,
60287346,nm0021375,Thomas Alling,662,1957,
60287347,nm0021376,Alan Allinger,1224,,
60287348,nm0021377,Christian Allinger,609,,
60287349,nm0021378,Dan Allingham,1132,,
60287350,nm0021379,Margery Allingham,582,1904,1966
60287351,nm0021380,Rob Allingham,609,,
60287352,nm0021381,Mark Allington,506,,
60287353,nm0021382,Toni Allini,27,,
60287354,nm0021383,Barbara Allinson,1038,,
60287355,nm0021384,Catherine Allinson,1021,,
60287356,nm0021385,David Allinson,1049,,
60287357,nm0021386,Hazel Allinson,692,,
60287358,nm0021387,Michael Allinson,506,1920,2010
60287359,nm0021388,Vera Allinson,582,1899,1971
60287360,nm0021389,Pascal Allio,506,,
60287361,nm0021390,Paul Allio,714,1953,
60287362,nm0021391,Pierre Allio,329,,
60287363,nm0021392,René Allio,1315,1924,1995
60287364,nm0021393,Yves Alion,1140,,
60287365,nm0021394,Cesare Allione,1010,,
60287366,nm0021395,Philippe Alliot,765,1953,
60287367,nm0021396,Colette Alliot-Lugaz,2,1947,
60287368,nm0021397,Alain Allioux,1195,,
60287369,nm0021398,Madeleine Allioux,27,,
60287370,nm0021399,Clayton Allis,595,,
60287371,nm0021400,Ian Allis,506,,
60287372,nm0021401,Jacques Allisio,506,,
60287373,nm0021402,Allison,27,,
60287374,nm0021403,Allison,27,,
60287375,nm0021404,Kylie Brooks,27,1978,
60287376,nm0021405,William Allison Jr.,315,,
60287377,nm0021406,Amy Allison,27,,
60287378,nm0021407,Anita Allison,1217,,
60287379,nm0021408,Anna Strudwick Williams Allison,27,,
60287380,nm0021409,Arlene Allison,27,1933,2002
60287381,nm0021410,Bart Allison,506,1890,1978
60287382,nm0021411,Bill Allison,81,1930,2016
60287383,nm0021412,Billy Allison,322,,
60287384,nm0021413,Bob Allison,1080,,
60287385,nm0021416,Charles Gary Allison,1189,1938,2008
60287386,nm0021417,Chris Allison,106,,
60287387,nm0021418,Chris Allison,506,,
60287388,nm0021419,Colin Allison,1010,,
60287389,nm0021420,Craig Allison,205,,
60287390,nm0021421,Cynthia Allison,27,1949,
60287391,nm0021422,Cynthia Allison,582,,
60287392,nm0021423,Damon Allison,1173,,
60287393,nm0021425,Dana Allison,27,,
60287394,nm0021426,David Allison,1049,,
60287395,nm0021427,Dean Allison,1224,,
60287396,nm0021428,Deborah Allison,27,1955,
60287397,nm0021429,Deborah Allison,460,,
60287398,nm0021431,Don Allison,506,,
60287399,nm0021433,Dorothy Allison,582,1949,
60287400,nm0021434,Drew Allison,1140,,
60287401,nm0021436,Forrest Allison,1152,,
60287402,nm0021437,Fran Allison,2,1907,1989
60287403,nm0021438,Frank Allison,1099,,
60287404,nm0021439,Frankie J. Allison,38,,
60287405,nm0021440,Fred Allison,1027,,
60287406,nm0021442,George Allison,106,1883,1957
60287407,nm0021444,Ivor Allison,1010,,
60287408,nm0021445,Janie Allison,106,,
60287409,nm0021446,Jean Allison,2,1929,
60287410,nm0021447,Jeff Allison,506,,
60287411,nm0021448,Jerry Allison,588,1939,2022
60287412,nm0021449,Joe Allison,588,1924,2002
60287413,nm0021450,John Allison,1372,,
60287414,nm0021451,Jone Allison,27,1922,1990
60287415,nm0021452,Joyce Allison,27,,
60287416,nm0021453,Judith D. Allison,1283,,
60287417,nm0021454,Judy Allison,27,,
60287418,nm0021456,Keith Allison,1169,1942,2021
60287419,nm0021457,Kevin Allison,965,1970,
60287420,nm0021459,Kim Allison,797,,
60287421,nm0021460,Kristl Allison,27,,
60287422,nm0021461,Laurie Allison,734,,
60287423,nm0021462,Lee Allison,506,,
60287424,nm0021463,Lee Allison,609,,
60287425,nm0021464,Lee Allison,1080,,
60287426,nm0021465,Lisa Allison,27,,
60287427,nm0021466,Lynne Allison,85,,
60287428,nm0021468,Marie Allison,27,1923,
60287429,nm0021469,Mary Allison,519,,
60287430,nm0021470,Matt Allison,609,,
60287431,nm0021471,May Allison,27,1890,1989
60287432,nm0021472,Michael Allison,555,,
60287433,nm0021473,Monica Allison,734,,
60287434,nm0021474,Nancy Allison,733,,
60287435,nm0021475,Patricia Allison,27,,
60287436,nm0021476,Patti Allison,27,,
60287437,nm0021477,Paul Allison,582,,
60287438,nm0021478,Paul Allison,506,,
60287439,nm0021479,Phyllis Allison,1103,,
60287440,nm0021480,Ralph Allison,506,,
60287441,nm0021481,Ray Allison,506,,
60287442,nm0021482,Rich Allison,839,,
60287443,nm0021483,Richard Allison,66,,
60287444,nm0021484,Ruth Allison,1184,,
60287445,nm0021485,Ryeland Allison,1082,1967,
60287446,nm0021486,Sandy Allison,27,,
60287447,nm0021487,Sandy Allison,435,1937,
60287448,nm0021488,Sarita Allison,389,,
60287449,nm0021489,Shane Allison,106,,
60287450,nm0021490,Stayce Allison,27,,
60287451,nm0021491,Steve Allison,506,1915,1969
60287452,nm0021492,Susan Allison,27,,
60287453,nm0021494,T.P. Allison,531,,
60287454,nm0021495,Tony Allison,506,,
60287455,nm0021496,Tyler Allison,898,,
60287456,nm0021497,Vaughan Allison,27,,
60287457,nm0021498,Wayne Allison,506,,
60287458,nm0021499,William Allison,315,,
60287459,nm0021500,Maureen Allisse,27,,
60287460,nm0021501,Bunny Allister,27,,
60287461,nm0021502,Claud Allister,1137,1888,1970
60287462,nm0021503,David Allister,506,,
60287463,nm0021504,Ray Allister,582,,
60287464,nm0021505,Will Allister,506,,
60287465,nm0021506,Lee Alliston,273,,
60287466,nm0021507,Claire Allistone,609,,
60287467,nm0021508,Rachel Allisyn,27,,
60287468,nm0021509,Nasser Allitouche,506,,
60287469,nm0021511,Annick Allières,836,1930,
60287470,nm0021512,Thomas Allkemper,506,,
60287471,nm0021513,Renee Allma,27,,
60287472,nm0021514,Annie Allman,1192,,
60287473,nm0021515,Cie Allman,51,,
60287474,nm0021516,Daniel Allman,506,,
60287475,nm0021517,Don Allman,506,,
60287476,nm0021519,Elvia Allman,2,1904,1992
60287477,nm0021522,Gari Allman,609,,
60287478,nm0021523,Gregg Allman,1137,1947,2017
60287479,nm0021524,Jeff Allman,356,,
60287480,nm0021525,Jim Beatty,640,1967,
60287481,nm0021526,Johanna Allman,660,,
60287482,nm0021528,Robert Allman,1154,,
60287483,nm0021529,Robert Allman,506,1927,2013
60287484,nm0021530,Roger Allman,582,,
60287485,nm0021531,Seth Allman Bloom,1259,,
60287486,nm0021532,Sheldon Allman,329,1924,2002
60287487,nm0021533,Claudia Jo Allmand,27,,
60287488,nm0021535,Dan Allmann,510,,
60287489,nm0021536,Clinton Allmon,1140,1941,2019
60287490,nm0021537,Dave Allmond,506,,
60287491,nm0021538,John Allmond,506,,
60287492,nm0021540,Miguel Allo,609,,
60287493,nm0021541,Antonio Allocca,506,1937,2013
60287494,nm0021542,Francesco Allocca,506,,
60287495,nm0021543,Lucio Allocca,506,1943,
60287496,nm0021544,Vittorio Allocca,506,,
60287497,nm0021545,Jack Allocco,1082,,
60287498,nm0021548,James Allodi,1195,1967,
60287499,nm0021549,Simonetta Allodi,27,,
60287500,nm0021550,Danielle Alloh,27,,
60287501,nm0021551,Guy Allombert,506,,
60287502,nm0021552,Sylvie Allombert,613,,
60287503,nm0021553,Carolyn Allon,110,,
60287504,nm0021554,Ghislain Allon,732,,
60287505,nm0021555,Jacob Allon,506,,
60287506,nm0021556,Mark Allon,582,,
60287507,nm0021557,Mary Allon,977,,
60287508,nm0021558,Rina Allon,858,,
60287509,nm0021559,Shimon Allon,700,,
60287510,nm0021561,Mireille Allonville,734,1954,
60287511,nm0021562,Fatma Alloo,51,,
60287512,nm0021563,Georges Alloo,649,1930,1990
60287513,nm0021564,Luk Alloo,691,1963,
60287514,nm0021565,Richard Allord,506,,
60287515,nm0021566,Jonathan Allore,506,1964,2023
60287516,nm0021569,Michael Allosso,1048,,
60287517,nm0021570,Francois Allot,1322,,
60287518,nm0021571,Nicholas Allott,1134,,
60287519,nm0021572,William Allot,506,,
60287520,nm0021573,Dick Allott,301,,
60287521,nm0021574,Jonathan Allott,356,,
60287522,nm0021575,Gilles Allou,421,,
60287523,nm0021576,Jean Allou,460,,
60287524,nm0021577,Merzak Allouache,51,1944,
60287525,nm0021578,Frederick Allouard-Rubin,506,,
60287526,nm0021579,Walter Allouch,506,,
60287527,nm0021580,Daniel Allouche,967,,
60287528,nm0021581,Nicole Allouche,1383,,
60287529,nm0021582,Simone Allouche,1080,,
60287530,nm0021583,Anne Alloucherie,1102,,
60287531,nm0021584,Bernard Allouf,506,,
60287532,nm0021585,Martine Allough,110,,
60287533,nm0021586,René Allouis,582,,
60287534,nm0021587,Malek Alloula,582,1923,2015
60287535,nm0021588,Jacky Allouis,27,1942,
60287536,nm0021589,Jim Alloway,1010,1942,
60287537,nm0021590,Jo Alloway,123,,
60287538,nm0021592,Michael A. Allowitz,721,1964,
60287539,nm0021593,Tony Alloy,348,,
60287540,nm0021594,Brian Allport,506,,
60287541,nm0021595,Carolyn Allport,27,,
60287542,nm0021596,Chris M. Allport,1195,1977,
60287543,nm0021597,Christopher Allport,1137,1947,2008
60287544,nm0021598,Dick Allport,609,,
60287545,nm0021599,Peter Allport,315,,
60287546,nm0021600,Bruce Allpress,506,1930,2020
60287547,nm0021601,Alicia Allred,27,,
60287548,nm0021602,Amy Allred,27,,
60287549,nm0021603,Anna Marie Allred,27,1980,
60287550,nm0021604,Bambi Jo Allred,27,,
60287551,nm0021605,Bond Allred,506,,
60287552,nm0021606,Byron Allred,649,1948,
60287553,nm0021607,Corbin Allred,1108,1979,
60287554,nm0021608,Gloria Allred,815,1941,
60287555,nm0021609,Han Allred,506,,
60287556,nm0021610,Julie Allred,2,1954,2011
60287557,nm0021611,Kelby Allred,27,,
60287558,nm0021612,Kellie Allred,200,,
60287559,nm0021613,Laura Allred,1106,,
60287560,nm0021614,M.D. Allred,1371,,
60287561,nm0021615,Mike Allred,714,,
60287562,nm0021616,Nancy Allred,1080,,
60287563,nm0021618,Randy Allred,77,,
60287564,nm0021619,Sammy Allred,506,1934,2018
60287565,nm0021620,Tyre Alls,27,,
60287566,nm0021621,David Allsberry,1140,1964,
60287567,nm0021622,Reagan Allsbrook,506,,
60287568,nm0021623,Lorenz Allacher,506,,
60287569,nm0021624,Steve Allsep,106,,
60287570,nm0021625,David Allshorn,506,,
60287571,nm0021626,Dave Allsop,386,,
60287572,nm0021627,Jane Allsop,27,1975,
60287573,nm0021628,Jim Allsop,1154,,
60287574,nm0021629,Paul Allsop,506,,
60287575,nm0021630,Ross Allsop,1132,,
60287576,nm0021631,Bryan Allsopp,315,,
60287577,nm0021632,Christine Allsopp,1379,1960,
60287578,nm0021633,John Allsopp,506,1968,
60287579,nm0021634,F. Allstadt,962,,
60287580,nm0021635,John Allstadt,304,,
60287581,nm0021637,Dawne Allstrom,106,,
60287582,nm0021638,Jennifer Allswang,27,,
60287583,nm0021639,Allan Alper,939,,
60287584,nm0021640,Jean-Claude Allu,1224,,
60287585,nm0021641,Bernard Allum,797,,
60287586,nm0021642,Dave Allum,1372,,
60287587,nm0021643,Emma Allum,27,,
60287588,nm0021644,Eric Allum,506,,
60287589,nm0021645,Kerstii Allum,27,,
60287590,nm0021646,Victoria Allum,27,,
60287591,nm0021647,Jeffrey Allums,506,,
60287592,nm0021649,Sherry Allurd,27,,
60287593,nm0021650,Alyssa Allure,27,1972,
60287594,nm0021651,Tamisha Allure,27,,
60287595,nm0021652,Ravi Alluri,732,,
60287596,nm0021653,Earl Allvine,542,,
60287597,nm0021654,Bob Allward,895,,
60287598,nm0021655,Pernilla Allwin,27,1970,
60287599,nm0021656,Wayne Allwine,808,1947,2009
60287600,nm0021657,Frederick Allwood,582,,
60287601,nm0021658,Lucy Allwood,1283,,
60287602,nm0021659,Matthew Allwork,609,1963,2003
60287603,nm0021660,Peter Allwork,881,1925,2004
60287604,nm0021661,Frank Allworth,506,1882,1935
60287605,nm0021662,Margaret Allworthy,27,1928,
60287606,nm0021663,Christophe Allwright,506,,
60287607,nm0021664,Eric Allwright,110,1925,2021
60287608,nm0021665,Graeme Allwright,588,1926,2020
60287609,nm0021666,Gregg Allwright,506,,
60287610,nm0021667,Astrid Allwyn,27,1905,1978
60287611,nm0021668,Millicent Ally,722,,
60287612,nm0021669,Vicki Ally,106,,
60287613,nm0021670,Alice Allyn,27,1929,1976
60287614,nm0021671,Arthur Allyn,1224,,
60287615,nm0021672,Bethany Allyn,27,,
60287616,nm0021673,Bobbi Allyn,304,,
60287617,nm0021674,David Allyn,506,,
60287618,nm0021675,Heath Allyn,1378,1970,
60287619,nm0021677,Mathew Allyn,506,,
60287620,nm0021678,Matthew C. Allyn,123,,
60287621,nm0021679,Michael Allyn,506,,
60287622,nm0021680,Pete Allyn,1173,,
60287623,nm0021681,Rob Allyn,891,,
60287624,nm0021682,Robin Allyn,506,,
60287625,nm0021683,Sandra Smith Allyn,620,1943,
60287626,nm0021684,Tobi Allyn,674,,
60287627,nm0021685,Tony Allyn,506,,
60287628,nm0021686,Wendy Allyn,405,,
60287629,nm0021687,William Allyn,514,1927,1999
60287630,nm0021688,Barbara Allyne Bennet,947,1937,2016
60287631,nm0021689,Dana Allyson,211,,
60287632,nm0021690,Jane Allyson,27,,
60287633,nm0021691,Catherine Allégret,722,1946,
60287634,nm0021692,Mahatman Allür,861,,
60287635,nm0021693,Anette Alm,27,,
60287636,nm0021694,Carl-Olof Alm,1137,1925,1996
60287637,nm0021695,Celeste Alm,27,1942,
60287638,nm0021696,Geoffrey Alm,1140,,
60287639,nm0021697,Birgitta Alm,733,1937,
60287640,nm0021698,Gösta Alm,506,,
60287641,nm0021699,Jerry Alm,1224,,
60287642,nm0021700,Lennart Alm,1189,,
60287643,nm0021701,Malin Alm,27,,
60287644,nm0021702,Nils Alm,506,,
60287645,nm0021703,Patrik Alm,506,,
60287646,nm0021705,Sören Alm,506,1920,2016
60287647,nm0021706,Henny Alma,2,1923,2006
60287648,nm0021707,Inés Alma,27,,
60287649,nm0021708,Marian Alma,506,1860,1945
60287650,nm0021709,María Alma,784,,
60287651,nm0021710,Quetcy Alma,27,,
60287652,nm0021711,Jon Almaas,661,1967,
60287653,nm0021712,José María Almacellas,506,,
60287654,nm0021713,Jorge Almada Jr.,506,,
60287655,nm0021714,Anita Almada,27,,
60287656,nm0021715,Auristela Almada,27,,
60287657,nm0021716,Daniel Almada,331,,
60287658,nm0021717,Enrique Almada,81,1935,1990
60287659,nm0021718,Fernando Almada,1195,1929,2023
60287660,nm0021719,Horacio Almada,1046,1968,
60287661,nm0021720,Izaías Almada,241,,
60287662,nm0021721,Joana Almada,27,,
60287663,nm0021722,Joaquim Almada,506,1893,
60287664,nm0021723,Jorge Almada,1140,,
60287665,nm0021724,José Luis Almada,286,,
60287666,nm0021725,José Luis Almada,506,,
60287667,nm0021727,Luis Almada,138,,
60287668,nm0021728,Mario Almada,1361,1922,2016
60287669,nm0021729,Rita Almada,734,,
60287670,nm0021730,Kati Almadi,27,,
60287671,nm0021731,Jacinto Almadén 'Niño de Almadén',588,,
60287672,nm0021733,Dan Almagor,1082,,
60287673,nm0021734,Gila Almagor,620,1939,
60287674,nm0021735,Almagro,1153,,
60287675,nm0021736,Martín Almagro Basch,106,,
60287676,nm0021737,Iván Almagro,506,,
60287677,nm0021738,Juan Almagro,506,,
60287678,nm0021739,Juan Carlos Almagro,506,,
60287679,nm0021740,Luis Almagro,609,,
60287680,nm0021741,Loren Almaguer,506,,
60287681,nm0021742,Almamegretta,1082,,
60287682,nm0021743,Flavia Alman,732,,
60287683,nm0021744,Jill Alman,485,,
60287684,nm0021745,John Alman,106,,
60287685,nm0021746,Tanya Alman,27,,
60287686,nm0021747,Maryiam Palvin Almani,27,,
60287687,nm0021748,Carlos Almansa,1161,,
60287688,nm0021749,Fidel Almansa,506,,
60287689,nm0021750,Karen Almany,27,,
60287690,nm0021751,Alfredo Almanza,506,1910,1995
60287691,nm0021752,Naty A. Almanza,1080,,
60287692,nm0021753,Raimund Almanza,609,,
60287693,nm0021754,James Almanzar,506,1934,2002
60287694,nm0021755,Jim Almanzer,506,,
60287695,nm0021756,Christer Almar,506,,
60287696,nm0021757,Henry Almar,506,,
60287697,nm0021758,Isa Almar,27,,
60287698,nm0021759,Knud Almar,506,1889,1965
60287699,nm0021760,Marc Almar,664,,
60287700,nm0021761,Cherit Almaranaz,858,,
60287701,nm0021762,Johnny Almaraz,106,,
60287702,nm0021763,José Almaraz,1279,,
60287703,nm0021764,Isabel Almarche,27,,
60287704,nm0021765,Joaquina Almarche,27,,
60287705,nm0021767,Marvin Almars,506,,
60287706,nm0021768,Carlos Eleta Almaran,649,1918,2013
60287707,nm0021769,Dumitru Almas,106,,
60287708,nm0021771,Joseph Almas,506,1883,1948
60287709,nm0021772,Mairzee Almas,721,,
60287710,nm0021773,Matt Almas,609,,
60287711,nm0021774,Jahangir Almasi,1195,,
60287712,nm0021775,Shadi Almassizadeh,167,,
60287713,nm0021777,Marianne Almasy,110,,
60287714,nm0021778,Mike Almayehu,1137,1983,
60287715,nm0021779,Michael Almaz,506,1921,2012
60287716,nm0021780,Noam Almaz,506,,
60287717,nm0021781,Sarah Almazol,27,,
60287718,nm0021782,Randy Almazon,506,,
60287719,nm0021783,Alonso Almazán,506,,
60287720,nm0021784,Carlos Almazán,1241,,
60287721,nm0021785,Cristina Almazán,27,,
60287722,nm0021786,Humberto Almazán,506,1924,
60287723,nm0021787,Marco A. Almazán,582,,
60287724,nm0021788,Maria Almazán,110,,
60287725,nm0021789,Roberto Almazán,506,,
60287726,nm0021790,Víctor Almazán,81,,
60287727,nm0021791,Helen Almberg,1224,1955,
60287728,nm0021792,Gunnar Alme,548,1924,2000
60287729,nm0021793,Marvin Almeas,281,1932,2020
60287730,nm0021794,Åsa Älmeby Thorne,580,,
60287731,nm0021795,Lasse Almebäck,506,1962,
60287732,nm0021796,Teresa Almeda,733,,
60287733,nm0021797,Lylie Almeida,123,1960,
60287734,nm0021798,B. Almedingen,903,,
60287735,nm0021799,Jesús Almedo,732,,
60287736,nm0021801,María Fernanda Almeida D'Orey,27,,
60287737,nm0021802,Ronaldo Almeida Filho,506,,
60287738,nm0021803,Genésio Almeida Jr.,506,,
60287739,nm0021804,Rosa Almeida Lima,867,,
60287740,nm0021805,Antonio Almeida Lopes,732,,
60287741,nm0021806,Adelina Almeida,27,,
60287742,nm0021807,Adriano Almeida,29,,
60287743,nm0021808,Alcino Almeida,296,,
60287744,nm0021809,Alexandre Almeida,506,,
60287745,nm0021810,Alfredo Almeida,506,,
60287746,nm0021811,Alfredo Almeida,348,,
60287747,nm0021812,Altino Almeida,506,,
60287748,nm0021813,Amylton Almeida,1080,,
60287749,nm0021814,Anabela Almeida,27,,
60287750,nm0021815,Antonio V. Almeida,506,,
60287751,nm0021816,António Almeida,506,,
60287752,nm0021817,António José Almeida,732,,
60287753,nm0021818,Arciolinda Almeida,27,,
60287754,nm0021819,Bill Almeida,609,,
60287755,nm0021820,Carlos Alberto Almeida,51,1942,
60287756,nm0021821,Cida Almeida,27,,
60287757,nm0021822,Claudette Almeida,1168,,
60287758,nm0021823,Cleia Almeida,734,1982,
60287759,nm0021824,Conceição Almeida,106,,
60287760,nm0021825,Cristina Almeida,2,1944,
60287761,nm0021826,Diane Almeida,733,,
60287762,nm0021828,Fernando Almeida,506,1974,2004
60287763,nm0021829,Flora Almeida,847,,
60287764,nm0021831,Henrique Almeida,506,,
60287765,nm0021832,Hernani Almeida,506,,
60287766,nm0021833,Ilda Almeida,27,,
